,language,text
Important notice: Your prize claim requires urgent attention. Act as soon as possible to avoid issues. Ref: 3039,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez au plus vite pour éviter tout problème. Réf. : 3039
Important notice: Your tax refund requires urgent attention. Act without delay to avoid issues. Ref: 4048,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 4048
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 1884,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 1884
TRL WHA ICIWC3AE51D8A75B65062EFEE83B79BEA3B,fr,TRL WHA ICIWC3AE51D8A75B65062EFEE83B79BEA3B
Important notice: Your account verification requires urgent attention. Act without delay to avoid issues. Ref: 852,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez sans délai pour éviter tout problème. Réf. : 852
Hi akash Republic Day Special Get Spectacle FRAME for FREE  Sunglasses starting Rs.499. Use ur Rs.6500 CoolCash  save more: https://goo.gl/viK4ef,fr,Salut Akash ! Offre spéciale Fête de la République : monture de lunettes offerte ! Lunettes de soleil à partir de 499 Rs. Utilisez vos 6 500 Rs de CoolCash pour économiser encore plus : https://goo.gl/viK4ef
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 8781,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 8781
caller: Hello my name is John and Im calling from Windows Technical Support. Weve received an alert that your computer has been infected with a virus. receiver: Oh really How did you know my computer was infected caller: Well we have monitoring software that detects these kinds of issues. Its a very serious problem and we need to fix it right away. receiver: That sounds scary. Can you tell me more about the monitoring software you use caller: Ah yes. Its proprietary software that we use to detect malware and viruses on our customers computers. receiver: I see. So youre saying that you can detect malware on my computer remotely without me even contacting you caller: Thats correct. Like I said its a very advanced system. receiver: Okay that sounds impressive. But how do I know this isnt just some kind of phishing scam caller: I assure you maam this is completely legitimate. Were only trying to help you protect your computer and personal information. receiver: Okay well what steps do I need to take to fix the problem caller: First we need to remote access your computer so we can run some diagnostic tests. receiver: Remote access Isnt that a security risk caller: No no its completely safe. We use a secure connection and our technicians are highly trained professionals. receiver: Okay but before we do that can you give me your supervisors contact information so I can verify your identity caller: Uh let me check on that. Can you hold for just a minute receiver: Sure thing. caller: Okay Ive checked with my supervisor and they said its not possible to provide their contact information due to company policy. receiver: That sounds suspicious. Why cant I talk to your supervisor caller: Like I said its company policy. But trust me were here to help you. receiver: Okay well whats the next step then caller: Like I said we need to remote access your computer. Can you please download this software so we can connect receiver: Whats the name of the software caller: Its called TeamViewer. receiver: TeamViewer Isnt that a legitimate program used by IT professionals caller: Yes it is. Thats why we use it. receiver: Okay well I think Ill just go ahead and contact Microsoft directly to verify your story. caller: Maam please,fr,"Appelant : Bonjour, je m'appelle John et je vous appelle du support technique Windows. Nous avons reçu une alerte indiquant que votre ordinateur est infecté par un virus. Client : Ah bon ? Comment saviez-vous que mon ordinateur était infecté ? Appelant : Nous disposons d'un logiciel de surveillance qui détecte ce genre de problèmes. C'est un problème très grave et nous devons le résoudre immédiatement. Client : C'est inquiétant. Pouvez-vous m'en dire plus sur le logiciel de surveillance que vous utilisez ? Appelant : Oui. C'est un logiciel propriétaire que nous utilisons pour détecter les logiciels malveillants et les virus sur les ordinateurs de nos clients. Client : Je vois. Vous êtes donc en train de dire que vous pouvez détecter les logiciels malveillants sur mon ordinateur à distance sans même que je vous contacte ? Appelant : C'est exact. Comme je l'ai dit, c'est un système très avancé. Client : D'accord, c'est impressionnant. Mais comment savoir que ce n'est pas une tentative d'hameçonnage ? Appelant : Je vous assure, madame, c'est tout à fait légitime. Nous essayons simplement de vous aider à protéger votre ordinateur et vos informations personnelles. Client : D'accord, quelles sont les étapes à suivre pour résoudre le problème ? Appelant : Nous devons d'abord accéder à distance à votre ordinateur afin d'effectuer des tests de diagnostic. Récepteur : Accès à distance. N'est-ce pas un risque pour la sécurité ? Appelant : Non, non, c'est parfaitement sûr. Nous utilisons une connexion sécurisée et nos techniciens sont des professionnels hautement qualifiés. Récepteur : D'accord, mais avant cela, pouvez-vous me donner les coordonnées de votre supérieur afin que je puisse vérifier votre identité ? Appelant : Euh, laissez-moi vérifier. Pouvez-vous patienter une minute ? Récepteur : Bien sûr. Appelant : D'accord, j'ai vérifié auprès de mon supérieur et il m'a dit qu'il n'était pas possible de fournir ses coordonnées en raison de la politique de l'entreprise. Récepteur : Cela me paraît suspect. Pourquoi ne puis-je pas parler à votre supérieur ? Appelant : Comme je l'ai dit, c'est la politique de l'entreprise. Mais croyez-moi, nous sommes là pour vous aider. Récepteur : D'accord, quelle est la prochaine étape alors ? Appelant : Comme je l'ai dit, nous devons accéder à distance à votre ordinateur. Pouvez-vous télécharger ce logiciel afin que nous puissions nous connecter ? Récepteur : Quel est le nom du logiciel ? Appelant : Il s'appelle TeamViewer. Récepteur : TeamViewer ? N'est-ce pas un programme légitime utilisé par les professionnels de l'informatique ? Appelant : Si, c'est le cas. C'est pourquoi nous l'utilisons. Récepteur : D'accord, eh bien, je pense que je vais contacter directement Microsoft pour vérifier vos dires. Appelant : Madame, s'il vous plaît"
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 6379,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 6379
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 305,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 305
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 4078,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 4078
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 1328,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 1328
Important notice: Your account verification requires urgent attention. Act as soon as possible to avoid issues. Ref: 7933,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Veuillez agir au plus vite afin d’éviter tout problème. Réf. : 7933
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 2860,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 2860
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 8818,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 8818
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 4589,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 4589
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 9213,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 9213
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 3696,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 3696
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 1755,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 1755
Important notice: Your tax refund requires urgent attention. Act immediately to avoid issues. Ref: 9490,fr,Avis important : Votre remboursement d’impôt nécessite un traitement urgent. Agissez immédiatement pour éviter tout problème. Réf. : 9490
Innocent: Hello. Suspect: Hello this is David from TechShield Solutions. Weve been monitoring your computers activity and it appears that your system has been infected with a malware. Our team has detected suspicious activity and we need to take immediate action to prevent any further damage. Can you please tell me what kind of computer youre using and when was the last time you ran a virus scan Innocent: Oh no malware That sounds really bad. Im using a Dell laptop. Im not sure when I last ran a virus scan I dont really know how to do that. Is this going to cost me a lot of money to fix Am I going to lose all my files Suspect: Dont worry maam. Were here to help. The malware has not reached your personal files yet but if we dont act quickly it could spread and cause irreparable damage. Our team can remotely access your computer and remove the malware but we need your permission to do so. Its a standard procedure and itll only take about 30 minutes. The cost is minimal just a one-time service fee of 199.99. Would you like me to guide you through the process Innocent: Oh dear 199.99 is a lot of money. Im not sure if I can afford that. What if I dont do it Will my computer just... crash or something Cant I just take it to a local repair shop instead I dont know if Im comfortable with someone accessing my computer remotely. Suspect: I completely understand your concerns maam. Let me assure you if you dont take action the malware will continue to spread and its only a matter of time before your computer crashes or worse your personal information is stolen. Local repair shops may not have the expertise to handle this type of advanced malware. Our team at TechShield Solutions has the necessary tools and experience to fix this issue quickly and efficiently. And I want to reassure you our remote access is completely safe and secure. Weve helped thousands of customers in similar situations. If you dont take care of this you may end up spending a lot more in the long run. Would you like me to speak with my supervisor to see if we can offer you a discount Innocent: Okay okay. I dont want my personal information stolen. That sounds terrible. If youre sure its safe Ill do it. But please can you really talk to your supervisor about a discount Im on a fixed income and 199.99 is a big expense for me. Can you make it cheaper Suspect: I completely understand maam. Im going to go ahead and speak with my supervisor. Okay Ive spoken with my supervisor and we can offer you a one-time discount of 50. So the total would come out to be 149.99. This is a special deal for our valued customers and I think its a very reasonable price considering the severity of the issue. Well also throw in a free antivirus software to protect your computer from future threats. What do you think maam Innocent: Oh thank you so much 149.99 is still a lot but I think I can manage that. I dont want to risk my computer crashing or my information being stolen. Okay yes Ill do it. What do I need to do next Please tell me its going to be okay. Suspect: Maam youre making an excellent decision. Im going to guide you through the process and well get this taken care of in no time. First I need you to go to our website techshieldsolutions.com and click on the Remote Support link. Then youll be prompted to download a small software that will allow our team to access your computer remotely. Once youve downloaded the software Ill give you a unique access code and our team will take care of the rest. Youll be able to watch the entire process on your screen and youll see us removing the malware and installing the antivirus software. Youll be completely safe and your computer will be good as new. Would you like me to stay on the line with you while you do that Innocent: Yes please stay on the line with me. I dont want to do anything wrong and make it worse. Ill go to the website now. What if I accidentally click on the wrong thing Can you talk me through it step by step Im not very good with computers. Suspect: Dont worry maam. Ill stay on the line with you the entire time. Ill walk you through each step and you cant make a mistake. Youre doing great so far. Okay so youre on the website now You see the Remote Support link at the top of the page Click on that and then click on the Download Now button. Itll take just a minute to download the software. Once its downloaded youll see a prompt to run the software. Go ahead and click Run. Then Ill give you the access code and our team will take care of the rest. Just stay on the line with me and Ill guide you through every step. Innocent: Okay... I think Ive downloaded it. Now its asking me to run it. Should I really click Run What if this is some kind of trick How do I know this is really going to fix my computer Suspect: Maam I completely understand your concerns. Let me reassure you this is a completely legitimate process. Were a reputable company and weve helped thousands of customers in similar situations. The software youve downloaded is a remote access tool that will allow our team to access your computer and fix the issue. Its a standard procedure and its completely safe. If you dont click Run we wont be able to access your computer and fix the problem. I promise you maam this is the only way to remove the malware and protect your computer. Would you like me to give you our companys registration number and certification information That way you can verify our legitimacy. Innocent: Okay... Ill click Run. I just want this to be over with. Please give me the access code now. Im so nervous about this. What if something goes wrong Suspect: Maam youre doing great. Im going to give you the access code now. Its 54321. Please enter that code and our team will immediately access your computer and start the repair process. Dont worry nothing can go wrong. Our team is expertly trained and weve done this thousands of times before. Youll be able to watch the entire process on your screen and youll see us removing the malware and installing the antivirus software. Just relax and let us take care of it. Once were done Ill stay on the line with you to make sure everything is working properly. Innocent: Okay... Ive entered the code. Whats happening now I see something moving on my screen. Is that... is that your team Oh dear I hope this is really going to fix my computer... Suspect: Yes maam thats our team accessing your computer remotely. Theyre going to start removing the malware and installing the antivirus software. This is a normal part of the process. Youll see some files and folders being accessed but dont worry our team is just doing their job. This will take about 20-30 minutes and then well be done. Ill stay on the line with you the entire time to make sure everything goes smoothly. Once were finished Ill give you a call back to confirm that your computer is clean and secure. And as a final step Ill need you to go to your banks website and make a payment of 149.99 to complete the service. Can you do that for me maam Innocent: Oh okay... I think so. I just want to make sure my computer is fixed. But um can I ask why do I have to make the payment online Cant I just give you my credit card information over the phone Suspect: Maam I completely understand your concern. However our company policy requires that all payments be made online through our secure payment portal. This is for your protection as well as ours. Its a more secure way to process payments and it also helps us to keep our costs down which allows us to offer our services at a lower price to our customers. I assure you our payment portal is completely secure and your information will be protected. Would you like me to guide you through the payment process once our team has finished the repair,fr,"Innocente : Bonjour. Suspecte : Bonjour, ici David de TechShield Solutions. Nous avons surveillé l'activité de votre ordinateur et il semble que votre système soit infecté par un logiciel malveillant. Notre équipe a détecté une activité suspecte et nous devons intervenir immédiatement pour éviter tout dommage supplémentaire. Pouvez-vous me dire quel type d'ordinateur vous utilisez et quand avez-vous effectué votre dernière analyse antivirus ? Innocente : Oh non, un logiciel malveillant ! C'est très grave. J'utilise un ordinateur portable Dell. Je ne sais pas quand j'ai effectué ma dernière analyse antivirus, je ne sais pas vraiment comment faire. Est-ce que la réparation va me coûter cher ? Vais-je perdre tous mes fichiers ? Suspecte : Ne vous inquiétez pas, madame. Nous sommes là pour vous aider. Le logiciel malveillant n'a pas encore atteint vos fichiers personnels, mais si nous n'agissons pas rapidement, il pourrait se propager et causer des dommages irréparables. Notre équipe peut accéder à distance à votre ordinateur et supprimer le logiciel malveillant, mais nous avons besoin de votre autorisation. C'est une procédure standard et cela ne prendra qu'une trentaine de minutes. Le coût est minime : seulement 199,99 € de frais de service uniques. Souhaitez-vous que je vous guide tout au long du processus ? Innocente : Oh là là, 199,99 € c'est une somme importante. Je ne suis pas sûre de pouvoir me le permettre. Et si je ne le fais pas ? Mon ordinateur va-t-il… planter ou quelque chose comme ça ? Ne puis-je pas simplement l'apporter à un réparateur local ? Je ne suis pas à l'aise avec l'idée que quelqu'un accède à mon ordinateur à distance. Suspecte : Je comprends parfaitement vos inquiétudes, madame. Sachez que si vous ne faites rien, le logiciel malveillant continuera de se propager et ce n'est qu'une question de temps avant que votre ordinateur ne plante, ou pire, que vos informations personnelles ne soient volées. Les réparateurs locaux n'ont peut-être pas l'expertise nécessaire pour gérer ce type de logiciel malveillant sophistiqué. Notre équipe chez TechShield Solutions possède les outils et l'expérience nécessaires pour résoudre ce problème rapidement et efficacement. Et je tiens à vous rassurer : notre accès à distance est totalement sûr et sécurisé. Nous avons aidé des milliers de clients dans des situations similaires. Si vous ne prenez pas ce problème en charge, vous risquez de dépenser beaucoup plus à long terme. Souhaitez-vous que je parle à mon responsable pour voir si nous pouvons vous offrir une réduction ? Innocente : D'accord, d'accord. Je ne veux pas que mes informations personnelles soient volées. Ça a l'air terrible. Si vous êtes sûre que c'est sans danger, je le ferai. Mais s'il vous plaît, pourriez-vous vraiment parler à votre responsable pour une réduction ? J'ai un revenu fixe et 199,99 € représentent une grosse dépense pour moi. Pouvez-vous baisser le prix ? Suspecte : Je comprends parfaitement, madame. Je vais en parler à mon responsable. D'accord, j'ai parlé à mon responsable et nous pouvons vous offrir une réduction exceptionnelle de 50 €. Le total sera donc de 149,99 €. C'est une offre spéciale pour nos clients fidèles et je pense que c'est un prix très raisonnable compte tenu de la gravité du problème. Nous vous offrons également un logiciel antivirus gratuit pour protéger votre ordinateur contre les futures menaces. Qu'en pensez-vous, madame ? Innocente : Oh, merci beaucoup ! 149,99 €, c'est encore cher, mais je pense que je peux me le permettre. Je ne veux pas risquer que mon ordinateur plante ou que mes informations soient volées. D'accord, oui, je le ferai. Que dois-je faire ensuite ? Dites-moi que tout ira bien. Suspecte : Madame, vous prenez une excellente décision. Je vais vous guider tout au long du processus et nous réglerons ce problème très rapidement. Tout d'abord, rendez-vous sur notre site web techshieldsolutions.com et cliquez sur le lien « Assistance à distance ». Vous serez ensuite invité(e) à télécharger un petit logiciel qui permettra à notre équipe d'accéder à votre ordinateur à distance. Une fois le logiciel téléchargé, je vous fournirai un code d'accès unique et notre équipe s'occupera du reste. Vous pourrez suivre l'intégralité du processus sur votre écran et nous voir supprimer le logiciel malveillant et installer l'antivirus. Votre ordinateur sera parfaitement protégé et comme neuf. Souhaitez-vous que je reste en ligne avec vous pendant ce temps ? Innocent : Oui, restez en ligne avec moi, s'il vous plaît. Je ne veux pas faire d'erreur et aggraver la situation. Je vais sur le site web maintenant. Et si je clique accidentellement sur le mauvais élément ? Pouvez-vous m'expliquer la procédure étape par étape ? Je ne suis pas très à l'aise avec les ordinateurs. Suspect : Ne vous inquiétez pas, madame. Je resterai en ligne avec vous tout le temps. Je vous guiderai à chaque étape et vous ne pouvez pas vous tromper. Tout se passe très bien jusqu'ici. Vous êtes maintenant sur le site web. Vous voyez le lien « Assistance à distance » en haut de la page. Cliquez dessus, puis sur le bouton « Télécharger maintenant ». Le téléchargement du logiciel ne prendra qu'une minute. Une fois le téléchargement terminé, vous verrez une invite vous invitant à exécuter le logiciel. Cliquez sur « Exécuter ». Je vous donnerai ensuite le code d'accès et notre équipe s'occupera du reste. Restez en ligne avec moi et je vous guiderai à chaque étape. Innocent : D'accord… Je crois que je l'ai téléchargé. Maintenant, on me demande de l'exécuter. Dois-je vraiment cliquer sur « Exécuter » ? Et si c'était une arnaque ? Comment savoir que cela va vraiment réparer mon ordinateur ? Suspect : Madame, je comprends parfaitement vos inquiétudes. Rassurez-vous, il s'agit d'une procédure tout à fait légitime. Nous sommes une entreprise réputée et nous avons aidé des milliers de clients dans des situations similaires. Le logiciel que vous avez téléchargé est un outil d'accès à distance qui permettra à notre équipe d'accéder à votre ordinateur et de résoudre le problème. C'est une procédure standard et totalement sûre. Si vous ne cliquez pas sur « Exécuter », nous ne pourrons pas accéder à votre ordinateur ni résoudre le problème. Je vous assure, madame, que c'est le seul moyen de supprimer le logiciel malveillant et de protéger votre ordinateur. Souhaitez-vous que je vous communique le numéro d'enregistrement et les informations de certification de notre entreprise ? Ainsi, vous pourrez vérifier notre légitimité. Innocente : D'accord… Je clique sur « Exécuter ». Je veux juste que ce soit terminé. Veuillez me donner le code d'accès maintenant. Je suis très nerveuse. Et si quelque chose tourne mal ? Suspecte : Madame, vous vous en sortez très bien. Je vais vous donner le code d'accès maintenant. C'est 54321. Veuillez saisir ce code et notre équipe accédera immédiatement à votre ordinateur et lancera le processus de réparation. Ne vous inquiétez pas, tout peut arriver. Notre équipe est hautement qualifiée et nous avons déjà effectué cette opération des milliers de fois. Vous pourrez suivre tout le processus sur votre écran et nous voir supprimer le logiciel malveillant et installer l'antivirus. Détendez-vous et laissez-nous faire. Une fois terminé, je resterai en ligne avec vous pour m'assurer que tout fonctionne correctement. Innocente : D'accord… J'ai saisi le code. Que se passe-t-il maintenant ? Je vois quelque chose bouger sur mon écran. Est-ce que… est-ce que c’est votre équipe ? Oh là là, j’espère que ça va vraiment réparer mon ordinateur… Suspect : Oui madame, c’est notre équipe qui accède à votre ordinateur à distance. Ils vont commencer par supprimer le logiciel malveillant et installer l’antivirus. C’est une étape normale du processus. Vous verrez certains fichiers et dossiers consultés, mais ne vous inquiétez pas, notre équipe fait simplement son travail. Cela prendra environ 20 à 30 minutes, et ensuite ce sera terminé. Je resterai en ligne avec vous pendant tout ce temps pour m’assurer que tout se passe bien. Une fois que nous aurons terminé, je vous rappellerai pour confirmer que votre ordinateur est propre et sécurisé. Enfin, pour terminer, j’aurai besoin que vous alliez sur le site web de votre banque et que vous effectuiez un paiement de 149,99 € pour finaliser le service. Pouvez-vous faire cela pour moi, madame ? Innocent : Oh, d’accord… je crois. Je veux juste m’assurer que mon ordinateur est réparé. Mais euh… puis-je vous demander pourquoi je dois faire le paiement en ligne ? Ne puis-je pas simplement vous donner les informations de ma carte de crédit par téléphone ? Suspect : Madame, je comprends parfaitement votre inquiétude. Cependant, la politique de notre entreprise exige que tous les paiements soient effectués en ligne via notre portail de paiement sécurisé. Ceci est pour votre protection comme pour la nôtre. C'est un moyen plus sûr de traiter les paiements et cela nous aide également à réduire nos coûts, ce qui nous permet d'offrir nos services à un prix plus avantageux à nos clients. Je vous assure que notre portail de paiement est entièrement sécurisé et que vos informations seront protégées. Souhaitez-vous que je vous guide tout au long du processus de paiement une fois que notre équipe aura terminé la réparation ?"
Important notice: Your prize claim requires urgent attention. Act without delay to avoid issues. Ref: 6656,fr,Avis important : Votre demande de gain nécessite un traitement urgent. Agissez sans délai pour éviter tout problème. Réf. : 6656
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 2053,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 2053
Innocent: Hello. Suspect: Hello My name is Ryan Thompson and Im calling from TechGuard Solutions. Weve been monitoring your device and it appears that your computer has been infected with a malicious virus. Its a very serious issue and if not addressed immediately it could result in complete data loss and identity theft. Can you please confirm your name and the type of device youre using Innocent: How did you get my number And how do I know youre legitimate I didnt give anyone permission to monitor my device. Suspect: I completely understand your concern maam. Your number was provided to us by your internet service provider as part of our partnership to protect their customers from cyber threats. And I assure you TechGuard Solutions is a reputable company with over 10 years of experience in providing top-notch tech support. Were a Microsoft-certified partner and our services are fully compliant with industry standards. If youd like I can provide you with a reference number and you can verify our credentials online. But I must stress we need to act quickly to remove this virus before it causes any further damage. Can I walk you through a few simple steps to confirm the issue and get started on the repair process Innocent: Im not comfortable with that. I didnt authorize my ISP to share my number with anyone and I dont know anything about your company. How do I know this isnt a scam Suspect: I completely understand your skepticism maam. I would feel the same way if I were in your shoes. Let me assure you were not trying to scam you. Were a legitimate company and were only trying to help. If youre not comfortable with me I can transfer you to my supervisor James Reed. Hes been in the industry for over 20 years and can answer any questions you may have. He can also provide you with more information about our company and the services we offer. Would you like to speak with him Innocent: No I dont want to speak with anyone else. I want to know how you got my number and why youre calling me. Can you give me a number to call back to verify your company Suspect: Maam. I can give you our toll-free number 1-855-TECHGUARD. You can call that number and ask for me Ryan Thompson and Ill be happy to assist you. However I must warn you that if you dont take action to remove this virus it could lead to serious consequences including identity theft and financial loss. Weve already detected suspicious activity on your device and its only a matter of time before it spreads. Can I at least guide you through a quick diagnostic test to confirm the issue Itll only take a few minutes and itll give us a better understanding of whats going on with your device. Innocent: Im not doing any diagnostic test with you. I dont trust you. Im going to hang up and call my ISP to see if they really did partner with your company. Goodbye.,fr,"Innocente : Bonjour. Suspect : Bonjour, je m'appelle Ryan Thompson et je travaille pour TechGuard Solutions. Nous avons surveillé votre appareil et il semble que votre ordinateur soit infecté par un virus. C'est un problème très grave et, si nous ne le traitons pas immédiatement, vous risquez une perte totale de données et un vol d'identité. Pouvez-vous confirmer votre nom et le type d'appareil que vous utilisez ? Innocente : Comment avez-vous obtenu mon numéro ? Et comment puis-je être sûre de votre légitimité ? Je n'ai autorisé personne à surveiller mon appareil. Suspect : Je comprends parfaitement votre inquiétude, Madame. Votre numéro nous a été communiqué par votre fournisseur d'accès à Internet dans le cadre de notre partenariat visant à protéger ses clients contre les cybermenaces. Je vous assure que TechGuard Solutions est une entreprise réputée, forte de plus de 10 ans d'expérience dans le support technique de haute qualité. Nous sommes un partenaire certifié Microsoft et nos services sont entièrement conformes aux normes du secteur. Si vous le souhaitez, je peux vous fournir un numéro de référence pour vérifier nos qualifications en ligne. Il est impératif d'agir rapidement pour supprimer ce virus avant qu'il ne cause d'autres dommages. Puis-je vous expliquer quelques étapes simples pour confirmer le problème et lancer le processus de réparation ? Innocente : Je ne suis pas à l’aise avec ça. Je n’ai autorisé mon FAI à partager mon numéro avec personne et je ne connais rien de votre entreprise. Comment puis-je être sûre qu’il ne s’agit pas d’une arnaque ? Suspecte : Je comprends parfaitement votre scepticisme, madame. Je ressentirais la même chose à votre place. Soyez assurée que nous n’essayons pas de vous arnaquer. Nous sommes une entreprise légitime et nous essayons simplement de vous aider. Si vous préférez, je peux vous transférer à mon superviseur, James Reed. Il travaille dans ce secteur depuis plus de 20 ans et pourra répondre à toutes vos questions. Il pourra également vous fournir plus d’informations sur notre entreprise et les services que nous proposons. Souhaitez-vous lui parler ? Innocente : Non, je ne veux parler à personne d’autre. Je veux savoir comment vous avez obtenu mon numéro et pourquoi vous m’appelez. Pouvez-vous me donner un numéro pour vous rappeler et vérifier votre entreprise ? Suspecte : Madame… Je peux vous donner notre numéro vert : 1-855-TECHGUARD. Appelez ce numéro et demandez à parler à Ryan Thompson. Je me ferai un plaisir de vous aider. Cependant, je dois vous avertir que si vous ne prenez aucune mesure pour supprimer ce virus, cela pourrait avoir de graves conséquences, notamment un vol d'identité et des pertes financières. Nous avons déjà détecté une activité suspecte sur votre appareil et ce n'est qu'une question de temps avant que le virus ne se propage. Puis-je au moins vous guider à travers un test de diagnostic rapide pour confirmer le problème ? Cela ne prendra que quelques minutes et nous permettra de mieux comprendre ce qui se passe avec votre appareil. Innocent : Je ne ferai aucun test de diagnostic avec vous. Je ne vous fais pas confiance. Je vais raccrocher et appeler mon fournisseur d'accès Internet pour vérifier s'il a vraiment un partenariat avec votre entreprise. Au revoir."
Important notice: Your account verification requires urgent attention. Act immediately to avoid issues. Ref: 7624,fr,Avis important : La vérification de votre compte nécessite une attention urgente. Agissez immédiatement pour éviter tout problème. Réf. : 7624
